name,net_worth,gender,age,birth_year,birth_month,birth_day,industry,self_made,country,gdp_country,cpi_change_country,gross_tertiary_education_enrollment,life_expectancy_country,total_tax_rate_country,population_country
Robert Clark,1600,M,64.0,1959.0,1.0,30.0,Construction & Engineering,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Karel Komarek,8100,M,54.0,1969.0,3.0,15.0,Gambling & Casinos,True,Switzerland,"$703,082,435,360 ",0.4,59.6,83.6,28.8,8574832.0
Yuan Fugen & family,2100,M,72.0,1950.0,11.0,15.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Christopher Rokos,1500,M,52.0,1970.0,9.0,21.0,Finance & Investments,True,United Kingdom,"$2,827,113,184,696 ",1.7,60.0,81.3,30.6,66834405.0
Cen Junda,2600,M,58.0,1964.0,6.0,18.0,Healthcare,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Yuzhu Shi,2500,M,60.0,1962.0,9.0,1.0,Diversified,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Chen Jiancheng,1000,M,64.0,1959.0,1.0,13.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Rajinder Gupta,1400,M,64.0,1959.0,1.0,2.0,Manufacturing,True,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Zhang Chuanwei & family,1400,M,60.0,1962.0,6.0,15.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Pham Nhat Vuong,4300,M,54.0,1968.0,8.0,5.0,Diversified,True,Vietnam,"$261,921,244,843 ",2.8,28.5,75.3,37.6,96462106.0
